metric,WDNN,fWDNN,RF,LR,SVM,lightGBM
accuracy,0.7891566265060241,0.8433734939759037,0.8734939759036144,0.8614457831325302,0.8192771084337349,0.8795180722891566
auc,0.9317073170731707,0.8914146341463415,0.8946341463414633,0.9174634146341464,0.8864390243902439,0.9110243902439025
log_loss,0.6303933810004481,0.6664813156311924,0.34697586739029274,0.36208279129698934,0.37591902292165713,0.3670709013841582
