metric,WDNN,fWDNN,RF,LR,SVM,lightGBM
accuracy,0.9375,0.921875,0.921875,0.90625,0.9375,0.921875
auc,0.4875,0.1375,0.13124999999999998,0.5875,0.5708333333333333,0.55
log_loss,0.31817185454753666,0.6963181190769985,1.757631747179101,0.4615836361741109,0.24902739990427664,0.47218263965475776
