y_true,WDNN,fWDNN,RF,LR,SVM,lightGBM
0.0,0.995985,0.96237123,0.69,0.973955301399066,0.7222052549558375,0.23033661425594917
0.0,0.9737854,0.9893443,0.58,0.17662120779863352,0.4506383167720994,0.5299020612325118
0.0,0.9669186,0.52042127,0.45,0.573451782361318,0.5184023957390644,0.7183336108650297
1.0,0.9999529,0.999744,0.98,0.9957719557239719,0.7211219400061404,0.9978996334211804
0.0,0.99969625,0.99133444,0.68,0.9508900790586045,0.7139316958340205,0.3714553157801868
0.0,0.91723824,0.9927273,0.67,0.8285848477023596,0.6940635388004024,0.7939633588233973
1.0,0.99970305,0.99665606,0.87,0.9803860536321393,0.7175257755649865,0.9884323471753237
0.0,0.9646028,0.08331746,0.42,0.3553403615084059,0.5228999145039933,0.26308263430572504
1.0,0.028561741,0.9935287,0.84,0.8647166680764229,0.70902608244913,0.8193877573837252
0.0,0.97029644,0.1406653,0.44,0.6430818882488767,0.573775325941116,0.35385342435314376
0.0,0.999992,0.7690973,0.58,0.9886735032968702,0.787455348153586,0.32170192854732776
1.0,0.95177466,0.99895906,0.83,0.9014637690030814,0.5663659311274412,0.7912102758635203
1.0,0.9988842,0.9405827,0.57,0.9757555857529773,0.6982065481656916,0.9257837354113461
1.0,0.9999453,0.9998759,0.94,0.9994822029626351,0.8220931904180235,0.9956588768777687
0.0,1.0,0.9975661,0.76,0.9999871301464174,0.8899291980125872,0.9361687717174788
1.0,0.9999205,0.999717,0.92,0.912999146298285,0.5655036981367433,0.9730988533437536
0.0,0.98970497,0.016204119,0.29,0.6895685896572212,0.534830213355871,0.7542105306259675
1.0,0.9999997,0.9946357,0.75,0.9998808466188237,0.8379812493277465,0.9782749040224379
0.0,0.7764988,7.7915654e-05,0.18,0.006729979335346924,0.2863624804926732,0.013257224917767443
0.0,0.53761774,0.017383039,0.3,0.1750140738683367,0.5165892167304499,0.034899015875260744
0.0,0.82779074,0.9959106,0.78,0.07628114039994055,0.37242362346664254,0.9402987105981012
1.0,0.99231774,0.15872425,0.53,0.040684403840709836,0.408759369411749,0.13200031248471106
1.0,0.13719821,0.00038567185,0.17,0.06591872380212521,0.5483404129237495,0.0789888545822865
0.0,0.08214936,0.00053462386,0.3,0.02234061138852669,0.40549393681160456,0.18100903005488392
1.0,0.9999684,0.99208724,0.64,0.998638491295729,0.814077082911875,0.9037497902445103
0.0,0.9848122,0.46347588,0.59,0.9042217266079977,0.6802322191136234,0.7329695250852734
0.0,0.4604489,0.0014129579,0.29,0.0010850540149647191,0.262460035854183,0.007320799938440112
1.0,0.94671804,0.9770138,0.66,0.8918879021860213,0.6556145131746709,0.8730543199636961
1.0,0.95964956,0.001211822,0.43,0.05079959318810431,0.36020961168913046,0.3956857910609316
1.0,0.99175394,0.17383677,0.38,0.33941060643834736,0.4750226334371087,0.37578421580867266
1.0,0.9954288,0.90186644,0.54,0.9576052643164908,0.7324275687958819,0.8666339231291934
0.0,0.99480253,0.12942114,0.46,0.41285794540733056,0.4729003002945411,0.5595884596582755
1.0,0.9957475,0.27493882,0.67,0.5887735468007664,0.5273231762374854,0.6461994075994745
0.0,0.82103854,0.8134929,0.57,0.6049696993257971,0.5696905056767936,0.28599346375787227
1.0,0.7117243,0.4733368,0.62,0.494990653847127,0.5637292745806851,0.38046233978656757
0.0,0.9994139,0.69456136,0.66,0.4331694831508388,0.4878933961384384,0.11995108163083948
1.0,0.99996454,0.9996886,1.0,0.9909206750782612,0.6653454064824819,0.9936667141959535
0.0,0.8016268,0.8093177,0.49,0.08865859842577734,0.4301775200368705,0.13154793057545472
0.0,0.97591656,0.001755327,0.25,0.03588538790790742,0.34528511818786173,0.008078536769499479
1.0,0.99999976,0.9996,0.9,0.9993343066973167,0.8233901481670471,0.9972322062270849
0.0,0.99625814,0.1909782,0.48,0.8534233257187128,0.6793873199603103,0.47599528088432025
1.0,0.9996871,0.9993842,0.91,0.9384136252567868,0.6480318183047338,0.9856302412155319
1.0,0.9999769,0.9998643,1.0,0.9892659814679552,0.7185370134026312,0.9893106728030212
0.0,0.09779906,0.0023807585,0.26,0.005401830482269187,0.28097293821389047,0.12412424041230974
1.0,0.99999243,0.9998795,0.97,0.999996125534873,0.9156544686206097,0.99767476571277
1.0,0.9999559,0.9998645,0.98,0.9864850364638057,0.7242796512066491,0.9858583947141139
0.0,0.99992085,0.00038290024,0.4,0.4499485558550574,0.6123350167026419,0.11099109543067699
1.0,0.99999815,0.99990547,1.0,0.999940750962506,0.8763403389981403,0.9992594949101089
1.0,0.99999976,0.9998919,0.95,0.9996600935591932,0.8185894177654753,0.9813354958835393
1.0,0.9965963,0.080620706,0.42,0.625203116322474,0.5785968749878309,0.1861694414798646
1.0,0.8952112,0.0028453171,0.33,0.08212656162095347,0.4697610460718965,0.19376885777576947
1.0,0.9999386,0.08059737,0.52,0.9792819514114184,0.690067678338037,0.86311583924981
1.0,0.9999956,0.8326111,0.65,0.9999988083269699,0.9323779462974113,0.9491875510029902
1.0,0.9086689,0.96031904,0.64,0.0012641559708747164,0.2588428346331716,0.36080151188133636
1.0,0.026385814,0.0001283884,0.31,0.003209126962003331,0.38864486641507207,0.06701443598088115
0.0,0.5233391,0.026132673,0.31,0.28740006513332944,0.5603243251578572,0.04499940746890935
0.0,0.94668996,0.019443631,0.33,0.2773316889095812,0.5331204082073969,0.12676006734048081
