metric,WDNN,fWDNN,RF,LR,SVM,lightGBM
accuracy,0.7078651685393258,0.5955056179775281,0.7191011235955056,0.7078651685393258,0.7191011235955056,0.6741573033707865
auc,0.629375,0.66625,0.6715625000000001,0.670625,0.6637500000000001,0.629375
log_loss,0.9483420875970024,1.8747510597131571,0.5946262024523709,0.9724497533281503,0.5630066337995611,0.8077571483098488
