metric,WDNN,fWDNN,RF,LR,SVM,lightGBM
accuracy,0.6853932584269663,0.6741573033707865,0.7303370786516854,0.7415730337078652,0.7415730337078652,0.6966292134831461
auc,0.707936507936508,0.726984126984127,0.7743386243386243,0.7444444444444445,0.7417989417989418,0.7047619047619048
log_loss,2.087691038771464,1.1008579977959145,0.5397578306518419,0.9389446902658992,0.562829043198328,0.840054738578075
