metric,WDNN,fWDNN,RF,LR,SVM,lightGBM
accuracy,0.6404494382022472,0.6741573033707865,0.7191011235955056,0.7191011235955056,0.7303370786516854,0.7191011235955056
auc,0.7345803842264913,0.7765419615773508,0.7737613751263903,0.7785642062689585,0.775278058645096,0.7780586450960566
log_loss,1.2380329987508656,1.1637756619389032,0.556296307207515,1.0268675659472761,0.5752085280627823,0.8343392925921721
