metric,WDNN,fWDNN,RF,LR,SVM,lightGBM
accuracy,0.7453416149068323,0.6708074534161491,0.7888198757763976,0.7763975155279503,0.7763975155279503,0.7453416149068323
auc,0.6828499369482977,0.7023959646910467,0.691046658259773,0.75010508617066,0.7374947456914669,0.6954602774274905
log_loss,0.7897662344244952,1.2630989312070615,0.5015431993353382,0.6919498227413143,0.48810155191814486,0.7123174599963706
