metric,WDNN,fWDNN,RF,LR,SVM,lightGBM
accuracy,0.7485380116959064,0.8128654970760234,0.8128654970760234,0.7426900584795322,0.7309941520467836,0.783625730994152
auc,0.8360678925035361,0.8480905233380481,0.84992927864215,0.8323903818953323,0.7823196605374823,0.8507779349363508
log_loss,1.5762035313484963,0.8862651469812892,0.4610183816093767,0.6900382618866299,0.5480329781387419,0.5525155995928073
