metric,WDNN,fWDNN,RF,LR,SVM,lightGBM
accuracy,0.7017543859649122,0.7076023391812866,0.7251461988304093,0.6666666666666666,0.631578947368421,0.6842105263157895
auc,0.6992326664839682,0.7625376815565909,0.7883666758015894,0.7159495752260894,0.6953959989038093,0.7759660180871472
log_loss,1.2315533113518686,1.1394692224624456,0.5580423938482263,1.0862521636475482,0.6358239736389816,0.7214066489254451
