y_true,WDNN,fWDNN,RF,LR,SVM,lightGBM
0.0,0.81032,0.9060076,0.36,0.1118149773124458,0.2922240186216892,0.25736065994159707
0.0,0.9211602,0.32826206,0.37,0.1799335876002983,0.34664657846522645,0.0931702266906135
1.0,0.9851079,0.99866366,0.72,0.9494197112377845,0.7204012289789734,0.9471772224222941
1.0,0.9731096,0.9999654,0.97,0.995693186326099,0.780423211041408,0.9989170707849014
1.0,0.99983084,0.9999567,1.0,0.999348734008389,0.8181002531895668,0.9996494463927077
0.0,0.29728746,0.006186098,0.18,0.009658056688977337,0.22030768896684375,0.03022221154197887
1.0,0.90202457,0.9976329,0.72,0.9854989945374947,0.7966369766583432,0.9908329246351492
1.0,0.8751676,0.104650825,0.12,0.0016007328444181616,0.1594933755426319,0.07414460991338263
0.0,0.23138574,0.058340102,0.17,0.011727398268756949,0.21410934114181152,0.08357040339985712
1.0,0.9999551,0.9999398,1.0,0.9996801503276753,0.8538319715250511,0.9986584550642886
0.0,0.9830885,0.7742406,0.48,0.5077290571139675,0.5145994503483774,0.34921728206840996
1.0,0.9260697,0.07944217,0.21,0.33786703606933677,0.5,0.35431959030819815
0.0,0.9906037,0.9978363,0.78,0.9461141320370571,0.6559803413173505,0.39910444894854713
0.0,0.7791435,0.75749326,0.31,0.12154097317580949,0.3288763496914098,0.13474373687548727
1.0,0.94200814,0.99610525,0.7,0.9782726614076275,0.7537166542124486,0.991777077687414
0.0,0.57838815,0.89125323,0.45,0.22521704064443138,0.2832349372165052,0.7212631468759885
0.0,0.033126473,0.00412941,0.11,0.0033167524468045466,0.21658927825028482,0.04057956880887967
0.0,0.99689406,0.9888897,0.65,0.7028010368110558,0.5660059915142704,0.8363527929704616
1.0,0.9973825,0.9981156,0.82,0.9881756670849208,0.8141054425988179,0.9377882702375323
0.0,0.4887585,0.6457544,0.43,0.01570887709700082,0.2590103028956473,0.028824609747018063
0.0,0.82242095,0.7994437,0.33,0.08343057547071335,0.3274163040587087,0.02180033477890226
1.0,0.9967352,0.97884613,0.63,0.8074103128092643,0.6549760557903862,0.8260717673307245
0.0,0.08975169,0.016517848,0.13,0.005509485929282232,0.18716131895582344,0.012326669457595878
0.0,0.0015614927,0.03373453,0.25,0.00010536285451837735,0.07520560851620275,0.011751184143021402
1.0,0.99627745,0.6781634,0.5,0.5721855365524131,0.568167388366575,0.2933062251062193
1.0,0.9993243,0.9999332,0.84,0.993238076583564,0.7338413539751111,0.9972150407396881
1.0,0.9710765,0.99905694,0.78,0.9917952357101951,0.8047522489396235,0.9921858447529706
1.0,0.9784222,0.9995725,0.76,0.9867518898415673,0.7163770639836762,0.9865413753061908
1.0,0.999733,0.9999614,0.98,0.9983757370616986,0.7705973429972796,0.9948025546148113
1.0,0.9976028,0.9993551,0.88,0.9987576240428869,0.8217009680390188,0.9903356547334168
0.0,0.021473408,0.012370825,0.1,0.0018452545401458655,0.11940464511573584,0.0891252387847881
0.0,0.92233145,0.8318136,0.41,0.4142502007171489,0.5,0.2531195404304104
1.0,0.648567,0.8972478,0.43,0.3524304536706682,0.4910456223200064,0.06590261741052537
1.0,0.23390213,0.27966774,0.39,0.12261686774899934,0.31538504102123743,0.3210306059914517
0.0,0.15321329,0.024315685,0.12,0.000826433837628069,0.10622164710721214,0.027497722077182568
1.0,0.99956155,0.99867177,0.81,0.9522383642741464,0.6839749106026287,0.9611433153267592
1.0,0.9968053,0.99173665,0.82,0.9994550447773234,0.9030122994498183,0.9961398760710889
0.0,0.990402,0.999268,0.75,0.9834118410696919,0.7546336323536534,0.996530871998814
1.0,0.9971022,0.8436783,0.46,0.9356298351964956,0.7352732489802877,0.5538934633848939
0.0,0.37272835,0.067456394,0.3,0.05518837253868988,0.29808911065319765,0.010389624669562112
1.0,0.98666424,0.9999616,1.0,0.9979557982521268,0.8130058038791184,0.9992302001996652
1.0,0.9992552,0.999024,0.76,0.9951922683446417,0.8438379432788075,0.9739434174489724
0.0,0.9737176,0.99902546,0.7,0.9441470106558455,0.6869758578275933,0.9758592141195664
0.0,0.9348292,0.9918669,0.59,0.8862048739994867,0.6434806804311414,0.4105322391435658
0.0,0.87618375,0.8604008,0.46,0.6495382731679318,0.5579842013721122,0.1480999714459941
0.0,0.7906697,0.4032508,0.26,0.03578173155751598,0.3087281138802987,0.03427378303472464
0.0,0.7383703,0.024273157,0.35,0.12791137922269635,0.34713780584101006,0.052793401263662006
0.0,0.15157816,0.011500776,0.14,0.01005589403860445,0.26145074200173624,0.014629084925232162
1.0,0.9596733,0.8500266,0.35,0.8751366390898645,0.6327448433199648,0.3872203787521547
1.0,0.7886785,0.52248496,0.33,0.026049047105964653,0.2669950293676966,0.042272439810427324
0.0,0.76952004,0.38722587,0.34,0.013688396330557377,0.20945875960338958,0.03893136765621951
0.0,0.47934905,0.48004204,0.35,0.09402806344991739,0.3382687707458276,0.08799244594540276
1.0,0.49057066,0.7111819,0.38,0.08355784894847945,0.4100910016901254,0.03673114693366214
