y_true,WDNN,fWDNN,RF,LR,SVM,lightGBM
1.0,0.858917,0.9999484,0.54,0.823639810253394,0.42336158801336027,0.9779767722674128
0.0,0.013183951,0.044717968,0.02,0.0007882083854522053,0.05542712581981727,0.00034572299179495256
0.0,0.0054653883,0.532012,0.22,0.0002927685363134167,0.0341302799918532,0.02172982979549075
0.0,0.0067005754,0.07448295,0.02,0.00028032000204179666,0.03346262354369294,0.0013301771734916025
0.0,0.054688185,0.09100294,0.15,0.05251269629039502,0.1267859071271976,0.014495984139168873
0.0,0.05842349,0.15601447,0.18,0.06105189249998529,0.12690762326586308,0.010335521742419827
0.0,0.0033023357,0.2008878,0.11,0.0010798198891205743,0.07083760246387213,0.003837462755589997
0.0,0.009662598,0.84125537,0.26,0.008916804121683221,0.11703945638055463,0.06753711126002923
0.0,0.23263553,0.58589494,0.31,0.2524252969481549,0.28520648090491313,0.18228971421033402
0.0,0.014236748,0.06647658,0.1,0.0014537848930574909,0.03563873029142361,0.0012961706468989588
0.0,0.0052800775,0.06469807,0.07,0.0044571508908122885,0.067978799535782,0.0057656366189210925
1.0,0.0066669583,0.19469374,0.11,0.008968035744419954,0.07132244196902977,0.04117926002796253
0.0,0.00037688017,0.21906433,0.22,0.00030731606452649474,0.04282920705063254,0.002514981966213011
0.0,0.07745457,0.49177983,0.16,0.04572554615906572,0.15401295045238633,0.017400315888849698
0.0,0.085261226,0.94963276,0.38,0.05126247639671023,0.18277420477043263,0.009324136321613814
0.0,0.0058022738,0.045022577,0.05,0.0018845023626144393,0.08447975430502025,0.0007605552274383663
0.0,0.01605463,0.02021259,0.01,0.004831585560765309,0.06597595467331047,0.000750778017711628
0.0,0.01151675,0.021565795,0.04,0.0057309145999166495,0.12369241338788797,0.002714886401624792
0.0,0.024159163,0.9015331,0.29,0.010288559852939314,0.10928451359402683,0.06201188558929661
1.0,0.9777492,0.9999927,0.56,0.8834532737686754,0.5498499562475917,0.3876353620537957
0.0,0.009147197,0.04633528,0.05,0.02241933221905676,0.19695147749466912,0.021428209824219682
0.0,0.1386928,0.29200596,0.2,0.028689444624826952,0.10090232739718855,0.017953248556931922
1.0,0.024128914,0.99986047,0.54,0.016330967108016802,0.14036351094687638,0.021598816411031653
0.0,0.036831528,0.05900374,0.03,0.01272613461526403,0.12803784200827145,0.012079840534350881
0.0,0.0041188896,0.068452,0.03,0.003865698465078962,0.07255268685196128,0.0020776725904935157
0.0,0.15925491,0.9975544,0.43,0.27236043359283046,0.3086052935600547,0.04755141502206671
0.0,0.09905684,0.059943497,0.08,0.004417994641959586,0.11183415942303206,0.002217122440674989
0.0,0.099843025,0.55352193,0.22,0.16117797550131088,0.2719494025369816,0.0396477632563383
0.0,0.011835873,0.11778247,0.11,0.003995394530764189,0.0762080317476402,0.014609131783316857
0.0,0.007326573,0.044381976,0.1,0.0015501006155891094,0.0718812350141517,0.000785799622787831
0.0,0.00096458197,0.99903035,0.32,0.0031605161592164325,0.15981227313220728,0.006025545745342251
0.0,0.0017927587,0.08785644,0.15,0.0002546600537137939,0.02299064028423347,0.003825346666771486
0.0,0.0028690696,0.023400813,0.1,0.00019230520010168257,0.019793742649376778,0.0018469880768746869
0.0,0.012258649,0.045247942,0.13,0.03420559666007356,0.06319310882843984,0.01044435285849822
0.0,0.7470789,0.9950383,0.38,0.36307749506485193,0.32207602262127294,0.005449510269282523
1.0,0.6979841,1.0,0.69,0.9006500571915025,0.5069325648904348,0.9318262881500742
0.0,0.029833794,0.13709918,0.15,0.027399355959755185,0.13970339929127648,0.0434070158293489
0.0,0.012915105,0.021330655,0.04,0.0072535176998354345,0.17808514414428325,0.01514445032625287
