metric,WDNN,fWDNN,RF,LR,SVM,lightGBM
accuracy,0.6465863453815262,0.6907630522088354,0.7228915662650602,0.714859437751004,0.678714859437751,0.714859437751004
auc,0.7394969226652395,0.7736820979395236,0.784017928819909,0.7586299170457586,0.7376237623762376,0.8174672196949425
log_loss,1.9017033014147133,1.2564590503586706,0.5364187897785534,0.9383273413646221,0.5901787916009678,0.572076984886812
