metric,WDNN,fWDNN,RF,LR,SVM,lightGBM
accuracy,0.5555555555555556,0.7719298245614035,0.7719298245614035,0.7660818713450293,0.7192982456140351,0.7660818713450293
auc,0.7096273291925466,0.8150621118012421,0.8127329192546584,0.8172360248447205,0.7418478260869565,0.801863354037267
log_loss,2.3224088208464964,0.8978398059645257,0.4787117399588855,0.714092101663668,0.5461146765310458,0.6956777441973042
